,Name,Explanation,n_iterations,n_way,n_shot,batch_size,eval_period,eval_iterations,time,accuracy,iteration,result_directory,image_size,backbone,aux_location_k,aux_rotation_k,dataset,train_classes,test_n_iterations,dfmn_k,distance,k,test_batch_size,test_dataset,test_n_way,test_accuracy,testing_time,accuracy_std,top_3_accuracy,top_3_accuracy_std,test_accuracy_std,test_top_3_accuracy,test_top_3_accuracy_std,version,is_test,test_balanced,is_feat
0,Null,To make data frame not empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Few-Shot Learning training,,10.0,5.0,5.0,5.0,3.0,100.0,3.898571014404297,0.402,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\82290af8-4838-40ae-9faf-29d9e7a42592,,,,,,,,,,,,,,,,,,,,,,,,,
2,Few-Shot Learning training,,10.0,5.0,5.0,5.0,3.0,100.0,3.663313627243042,0.37,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\6d3074ef-97ad-46a4-938e-3f9aeed6defb,,,,,,,,,,,,,,,,,,,,,,,,,
3,Few-Shot Learning training,,30000.0,15.0,5.0,75.0,1000.0,600.0,74.45669102668762,0.5028888888888889,27000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\fa2c1aa4-44a0-43c3-bdf1-84dfc5136604,,,,,,,,,,,,,,,,,,,,,,,,,
4,Few-Shot Learning training,,30000.0,5.0,5.0,75.0,1000.0,600.0,56.138916015625,0.5756222222222218,23000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c59bbfce-2d1a-40c8-b452-449b17351c17,,,,,,,,,,,,,,,,,,,,,,,,,
5,Few-Shot Learning training,,100.0,5.0,1.0,75.0,1000.0,1000.0,67.7389018535614,0.2565733333333342,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\2c0844c2-45a5-4196-b019-6b86ef0fe19a,84.0,convnet64,0.0,0.0,miniImageNet,64.0,,,,,,,,,,,,,,,,,,,
6,Few-Shot Learning training,,100.0,5.0,5.0,75.0,1000.0,1000.0,84.33961534500122,0.3993466666666667,99.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\7869544e-e89d-49d9-9f6f-45715b62bf6f,84.0,convnet64,0.0,0.0,miniImageNet,64.0,,,,,,,,,,,,,,,,,,,
7,Few-Shot Learning training,,100.0,15.0,1.0,75.0,1000.0,1000.0,79.9563684463501,0.1818400000000005,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\fd0f4a9a-5f94-4d22-82e0-7a76ee769a71,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,,,,,,,,,,,,,,,,,,,
8,Few-Shot Learning training,,100.0,15.0,5.0,75.0,1000.0,1000.0,119.67538022994995,0.3566000000000004,99.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\25ac34ec-0558-4fbe-83ad-618d3d73b3ae,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,,,,,,,,,,,,,,,,,,,
9,Few-Shot Learning training,,100.0,5.0,1.0,75.0,1000.0,1000.0,66.66137051582335,0.2744800000000001,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\a6fc693f-59fb-4cb3-bf8d-78aa0e62e5bc,84.0,convnet64,0.0,1.0,miniImageNet,64.0,,,,,,,,,,,,,,,,,,,
10,Few-Shot Learning training,,100.0,5.0,5.0,75.0,1000.0,1000.0,80.19936060905457,0.4162133333333332,99.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\cd75a340-2314-4bb2-81d1-a883618362c7,84.0,convnet64,0.0,1.0,miniImageNet,64.0,,,,,,,,,,,,,,,,,,,
11,Few-Shot Learning training,,100.0,15.0,1.0,75.0,1000.0,1000.0,85.37259483337401,0.1909600000000003,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\e1a545c1-8307-4d8a-880b-e8064f483b6f,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,,,,,,,,,,,,,,,,,,,
12,Few-Shot Learning training,,100.0,15.0,5.0,75.0,1000.0,1000.0,120.40574812889099,0.35438666666666657,99.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\7c1ace8c-1144-485f-bafe-a651ad65a8e5,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,,,,,,,,,,,,,,,,,,,
13,Few-Shot Learning training,,1.0,15.0,5.0,5.0,1000.0,1000.0,123.08144617080687,0.2804000000000009,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\80f62dbb-6e11-4153-bf7c-bfb97a9b3d45,84.0,convnet64,0.0,0.2,google-landmarks,3000.0,1000.0,1.0,cosine,0.2,,,,,,,,,,,,,,,
14,Few-Shot Learning training,,1.0,15.0,5.0,5.0,1000.0,1000.0,124.49138927459715,0.28088000000000035,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\6a6405fe-62ab-40a3-a60b-8e939e116b14,84.0,convnet64,0.0,0.2,google-landmarks,3000.0,1000.0,1.0,cosine,0.2,75.0,,,,,,,,,,,,,,
15,Few-Shot Learning training,,1.0,15.0,5.0,5.0,1000.0,1000.0,126.67944264411926,0.3132000000000001,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\5f79a571-80d7-4462-a88a-0b2e0f8fd02c,84.0,convnet64,0.0,0.2,google-landmarks,3000.0,1000.0,1.0,cosine,0.2,75.0,,,,,,,,,,,,,,
16,Few-Shot Learning training,,1.0,15.0,5.0,5.0,1000.0,1000.0,124.71036624908449,0.3128000000000001,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\39145e32-9aa8-4ab9-9401-31c43b2dbceb,84.0,convnet64,0.0,0.2,google-landmarks,3000.0,1000.0,1.0,cosine,0.2,75.0,,,,,,,,,,,,,,
17,'Few-Shot Learning testing,,1.0,15.0,5.0,5.0,1000.0,1000.0,124.71036624908449,0.3128000000000001,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\39145e32-9aa8-4ab9-9401-31c43b2dbceb,84.0,convnet64,0.0,0.2,google-landmarks,3000.0,1000.0,1.0,cosine,0.2,75.0,google-landmarks-test,500.0,0.061706666666666875,2128.3982949256892,,,,,,,,,,
18,'Few-Shot Learning testing,,1.0,15.0,5.0,5.0,1000.0,1000.0,124.71036624908449,0.3128000000000001,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\39145e32-9aa8-4ab9-9401-31c43b2dbceb,84.0,convnet64,0.0,0.2,google-landmarks,3000.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,0.3651066666666671,102.5492033958435,,,,,,,,,,
19,Few-Shot Learning training,,40000.0,15.0,5.0,5.0,1000.0,1000.0,136.6642122268677,0.4069466666666671,39999.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\45855151-9807-48b9-8e2c-2104dda57bf7,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,,,,,,,,,,,,,,
20,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,136.6642122268677,0.4069466666666671,39999.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\45855151-9807-48b9-8e2c-2104dda57bf7,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,google-landmarks-test,500.0,0.14298666666666704,2056.447172164917,,,,,,,,,,
21,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,136.6642122268677,0.4069466666666671,39999.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\45855151-9807-48b9-8e2c-2104dda57bf7,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,0.60216,103.99760818481444,,,,,,,,,,
22,Few-Shot Learning training,,40000.0,15.0,5.0,5.0,1000.0,1000.0,137.77579092979428,0.4129866666666671,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\8095d37c-9ce7-433c-a286-d4dee8b67633,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,,,,,,,,,,,,
23,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,137.77579092979428,0.4129866666666671,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\8095d37c-9ce7-433c-a286-d4dee8b67633,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,google-landmarks-test,500.0,0.14384000000000038,2018.9874460697167,,,,,,,,,,
24,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,137.77579092979428,0.4129866666666671,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\8095d37c-9ce7-433c-a286-d4dee8b67633,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,0.6199066666666664,101.05378770828248,,,,,,,,,,
25,Few-Shot Learning training,,40000.0,15.0,5.0,5.0,1000.0,1000.0,155.76657152175903,0.4021333333333333,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\bc67d421-3710-40c3-bbd5-4e3d9499561f,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,,,,,,,,,,,,,,
26,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,155.76657152175903,0.4021333333333333,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\bc67d421-3710-40c3-bbd5-4e3d9499561f,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,500.0,0.14213333333333358,2142.072292804718,,,,,,,,,,
27,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,155.76657152175903,0.4021333333333333,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\bc67d421-3710-40c3-bbd5-4e3d9499561f,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,0.6019333333333325,102.41617798805237,,,,,,,,,,
28,Few-Shot Learning training,,40000.0,15.0,5.0,5.0,1000.0,1000.0,135.68737149238586,0.4107733333333335,39999.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\0792de7f-dfb0-45dc-bc92-66fdc7542024,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,,,,,,,,,,,,
29,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,135.68737149238586,0.4107733333333335,39999.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\0792de7f-dfb0-45dc-bc92-66fdc7542024,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,500.0,0.14018666666666704,2016.810858011245,,,,,,,,,,
30,Few-Shot Learning testing,,40000.0,15.0,5.0,5.0,1000.0,1000.0,135.68737149238586,0.4107733333333335,39999.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\0792de7f-dfb0-45dc-bc92-66fdc7542024,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,0.6106533333333338,101.31319260597229,,,,,,,,,,
31,Few-Shot Learning training,,1.0,15.0,1.0,5.0,1000.0,1000.0,95.58223652839659,0.1031066666666667,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\e5875538-9a0f-451c-a1fa-9aba0da8dfc7,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,,,,,0.03468327160648675,0.25863999128341675,0.04876970872282982,,,,,,,
32,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,95.58223652839659,0.1031066666666667,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\e5875538-9a0f-451c-a1fa-9aba0da8dfc7,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,500.0,0.02505333333333333,555.9378266334534,0.03468327160648675,0.25863999128341675,0.04876970872282982,0.01889558381029749,0.044679999351501465,0.02484179474413395,,,,
33,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,95.58223652839659,0.1031066666666667,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\e5875538-9a0f-451c-a1fa-9aba0da8dfc7,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,0.25812,96.87828254699707,0.03468327160648675,0.25863999128341675,0.04876970872282982,0.06311404214316323,0.6503733992576599,0.0669831857085228,,,,
34,Few-Shot Learning training,,1.0,15.0,1.0,5.0,1000.0,1000.0,98.16130304336548,0.11500000000000005,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\b1b80a17-5b84-4194-922b-b7f8ad1a698a,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,,,0.03836353280836409,0.27958670258522034,0.0516415685415268,,,,,,,
35,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,98.16130304336548,0.11500000000000005,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\b1b80a17-5b84-4194-922b-b7f8ad1a698a,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,500.0,0.03415999999999999,546.7806305885315,0.03836353280836409,0.27958670258522034,0.0516415685415268,0.021609803465743257,0.05819999799132348,0.02768742106854916,,,,
36,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,98.16130304336548,0.11500000000000005,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\b1b80a17-5b84-4194-922b-b7f8ad1a698a,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,0.27155999999999997,93.40865969657898,0.03836353280836409,0.27958670258522034,0.0516415685415268,0.06114949890859552,0.6647067070007324,0.06344205886125565,,,,
37,Few-Shot Learning training,,1.0,15.0,1.0,5.0,1000.0,1000.0,96.31126546859741,0.1094666666666667,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\02f100b8-6755-4dea-ac97-546652cc595f,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,,,0.03472477868466757,0.2725333571434021,0.049853794276714325,,,,,,,
38,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,96.31126546859741,0.1094666666666667,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\02f100b8-6755-4dea-ac97-546652cc595f,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,google-landmarks-test,500.0,0.0282,540.5662338733673,0.03472477868466757,0.2725333571434021,0.049853794276714325,0.01923818821156091,0.04969332739710808,0.02536169998347759,,,,
39,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,96.31126546859741,0.1094666666666667,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\02f100b8-6755-4dea-ac97-546652cc595f,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,0.2626,94.04798698425293,0.03472477868466757,0.2725333571434021,0.049853794276714325,0.0619642514466708,0.6568132042884827,0.06445704400539398,,,,
40,Few-Shot Learning training,,1.0,15.0,1.0,5.0,1000.0,1000.0,98.10150122642516,0.11760000000000002,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\311680a9-f54a-41bd-9acf-12d17f7852d5,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,,,0.03803094818284647,0.2826800644397736,0.05265264585614205,,,,,,,
41,Few-Shot Learning testing,,1.0,15.0,1.0,5.0,1000.0,1000.0,98.10150122642516,0.11760000000000002,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\311680a9-f54a-41bd-9acf-12d17f7852d5,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,google-landmarks-test,500.0,0.03325333333333333,541.3656587600708,0.03803094818284647,0.2826800644397736,0.05265264585614205,0.021159636554251047,0.057346664369106286,0.02756704576313496,,,,
42,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.53700637817384,0.26824000000000003,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\8b1479ce-9e01-44cb-b34a-9395f9a94c81,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,,,,,0.05638590834196465,0.5144933462142944,0.06735900789499283,,,,1.0.0,,,
43,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.53700637817384,0.26824000000000003,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\8b1479ce-9e01-44cb-b34a-9395f9a94c81,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,500.0,0.07888000000000002,592.9737520217898,0.05638590834196465,0.5144933462142944,0.06735900789499283,0.03059181650400632,0.12575998902320862,0.03846313804388046,1.0.0,,,
44,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.53700637817384,0.26824000000000003,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\8b1479ce-9e01-44cb-b34a-9395f9a94c81,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,0.4724533333333333,94.79464840888977,0.05638590834196465,0.5144933462142944,0.06735900789499283,0.10392509815259272,0.8528665900230408,0.07796747982501984,1.0.0,,,
45,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.71353340148926,0.2598000000000001,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\13da4fc2-4221-4457-8ebf-bb12923f2a58,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,,,,,0.0018081379084653266,0.4961200058460236,0.0021447690204281326,,,,1.0.1,,,
46,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.71353340148926,0.2598000000000001,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\13da4fc2-4221-4457-8ebf-bb12923f2a58,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,500.0,0.07887999999999999,530.6831042766571,0.0018081379084653266,0.4961200058460236,0.0021447690204281326,0.0009662938311986982,0.12378665804862975,0.001210442343145265,1.0.1,,,
47,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.71353340148926,0.2598000000000001,37000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\13da4fc2-4221-4457-8ebf-bb12923f2a58,84.0,convnet64,0.0,0.2,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,0.4639466666666666,93.66625642776488,0.0018081379084653266,0.4961200058460236,0.0021447690204281326,0.003248404455927105,0.8415865898132324,0.0024444205164146147,1.0.1,,,
48,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,96.68532705307008,0.2627333333333334,35000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\f7b312bd-8be6-41b1-9c24-53b859593988,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,cosine,0.2,75.0,miniImageNet-test,5.0,,,0.0017728648330831798,0.5068133473396301,0.002094630450248184,,,,1.0.1,,,
49,Few-Shot Learning training,,1.0,15.0,1.0,5.0,1000.0,1000.0,94.35114312171936,0.10780000000000002,0.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\461a00eb-ad4a-4e24-bdb3-e0b79d434352,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,,,,,0.0011395968160386144,0.26632001996040344,0.0015584029128362965,,,,-1.0.2,,,
50,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,98.39495491981506,0.20656000000000008,33000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\aaf4562d-f4cb-41ee-b3bb-b6b807c771c8,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,,,,,0.0016267115196450539,0.4571599066257477,0.002144325606085995,,,,1.0.3,,,
51,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,98.39495491981506,0.20656000000000008,33000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\aaf4562d-f4cb-41ee-b3bb-b6b807c771c8,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,google-landmarks-test,100.0,0.07424000000000001,169.95307612419128,0.0016267115196450539,0.4571599066257477,0.002144325606085995,0.000981136827317353,0.1446666568517685,0.0013011463751934852,1.0.3,,,
52,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,98.39495491981506,0.20656000000000008,33000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\aaf4562d-f4cb-41ee-b3bb-b6b807c771c8,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,miniImageNet-test,5.0,0.4200666666666665,102.93722891807556,0.0016267115196450539,0.4571599066257477,0.002144325606085995,0.003203378680128471,0.8259865641593933,0.002726731024624425,1.0.3,,,
53,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.19256234169006,0.2029733333333333,22000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\d54bc8ce-67b7-4b83-8698-cfc8ed3e2e1b,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,cosine_scale,1.0,75.0,miniImageNet-test,5.0,,,0.0015745315333614456,0.4449198842048645,0.0019981901869136395,,,,1.0.3,,,
54,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.19256234169006,0.2029733333333333,22000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\d54bc8ce-67b7-4b83-8698-cfc8ed3e2e1b,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,cosine_scale,1.0,75.0,google-landmarks-test,100.0,0.07558666666666669,225.23605275154114,0.0015745315333614456,0.4449198842048645,0.0019981901869136395,0.0009747737090134225,0.1470799744129181,0.001319652091344417,1.0.3,,,
55,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.19256234169006,0.2029733333333333,22000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\d54bc8ce-67b7-4b83-8698-cfc8ed3e2e1b,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,0.0,cosine_scale,1.0,75.0,miniImageNet-test,5.0,0.40230666666666665,94.01119923591614,0.0015745315333614456,0.4449198842048645,0.0019981901869136395,0.0031181122711099324,0.8119732737541199,0.002691231489152264,1.0.3,,,
56,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.0515787601471,0.21149333333333334,25000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\f557bc23-8c89-4747-a7f1-41993ad62ae2,84.0,convnet64,0.0,1.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,miniImageNet-test,5.0,,,0.00169165549700368,0.4429866373538971,0.002062134446143491,,,,1.0.3,,,
57,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.0515787601471,0.21149333333333334,25000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\f557bc23-8c89-4747-a7f1-41993ad62ae2,84.0,convnet64,0.0,1.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,google-landmarks-test,100.0,0.09601333333333338,180.70034766197205,0.00169165549700368,0.4429866373538971,0.002062134446143491,0.0010971778237618237,0.17209330201148987,0.0014021831158929439,1.0.3,,,
58,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,97.0515787601471,0.21149333333333334,25000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\f557bc23-8c89-4747-a7f1-41993ad62ae2,84.0,convnet64,0.0,1.0,miniImageNet,64.0,1000.0,0.0,euclidean,1.0,75.0,miniImageNet-test,5.0,0.3950799999999999,94.6838870048523,0.00169165549700368,0.4429866373538971,0.002062134446143491,0.0029246828190103,0.8000398874282837,0.002620181762478101,1.0.3,,,
59,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,96.9807631969452,0.2084,27000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c145a9ec-405d-4b4d-8438-897b667730df,84.0,convnet64,0.0,1.0,miniImageNet,64.0,1000.0,0.0,cosine_scale,1.0,75.0,miniImageNet-test,5.0,,,0.0015827509773213753,0.4430932402610779,0.0019987839191889785,,,,1.0.3,,,
60,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,96.9807631969452,0.2084,27000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c145a9ec-405d-4b4d-8438-897b667730df,84.0,convnet64,0.0,1.0,miniImageNet,64.0,1000.0,0.0,cosine_scale,1.0,75.0,google-landmarks-test,100.0,0.09857333333333336,195.70114183425903,0.0015827509773213753,0.4430932402610779,0.0019987839191889785,0.0011207629636688773,0.174159973859787,0.0014445541600199687,1.0.3,,,
61,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,96.9807631969452,0.2084,27000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c145a9ec-405d-4b4d-8438-897b667730df,84.0,convnet64,0.0,1.0,miniImageNet,64.0,1000.0,0.0,cosine_scale,1.0,75.0,miniImageNet-test,5.0,0.39501333333333344,95.5805025100708,0.0015827509773213753,0.4430932402610779,0.0019987839191889785,0.0028748290805267426,0.8013332486152649,0.002596816276971108,1.0.3,,,
62,Few-Shot Learning training,,40000.0,15.0,1.0,5.0,1000.0,1000.0,100.49411296844481,0.2638933333333334,35000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\81a2fb6d-3f2d-4dab-aacc-e5e2686fee93,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,miniImageNet-test,5.0,,,0.0017730033988019504,0.5073066353797913,0.002103143675765968,,,,1.0.3,,,
63,Few-Shot Learning testing,,40000.0,15.0,1.0,5.0,1000.0,1000.0,100.49411296844481,0.2638933333333334,35000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\81a2fb6d-3f2d-4dab-aacc-e5e2686fee93,84.0,convnet64,0.0,0.0,miniImageNet,64.0,1000.0,1.0,euclidean,0.2,75.0,google-landmarks-test,100.0,0.14172000000000004,182.0078706741333,0.0017730033988019504,0.5073066353797913,0.002103143675765968,0.0013148778791851744,0.23219992220401764,0.0016256631197023052,1.0.3,,,
